"ensembl_gene_id"	"external_gene_name"
"15378"	"ENSG00000167384"	"ZNF180"
"15379"	"ENSG00000167394"	"ZNF668"
"15380"	"ENSG00000167395"	"ZNF646"
"15381"	"ENSG00000167397"	"VKORC1"
"15382"	"ENSG00000167447"	"SMG8"
"15383"	"ENSG00000167460"	"TPM4"
"15384"	"ENSG00000167515"	"TRAPPC2L"
"15385"	"ENSG00000167528"	"ZNF641"
"15386"	"ENSG00000167543"	"TP53I13"
"15387"	"ENSG00000167552"	"TUBA1A"
"15388"	"ENSG00000167553"	"TUBA1C"
"15389"	"ENSG00000167554"	"ZNF610"
"15390"	"ENSG00000167555"	"ZNF528"
"15391"	"ENSG00000167562"	"ZNF701"
"15392"	"ENSG00000167608"	"TMC4"
"15393"	"ENSG00000167614"	"TTYH1"
"15394"	"ENSG00000167619"	"TMEM145"
"15395"	"ENSG00000167625"	"ZNF526"
"15396"	"ENSG00000167632"	"TRAPPC9"
"15397"	"ENSG00000167635"	"ZNF146"
"15398"	"ENSG00000167637"	"ZNF283"
"15399"	"ENSG00000167642"	"SPINT2"
"15400"	"ENSG00000167645"	"YIF1B"
"15401"	"ENSG00000167664"	"TMIGD2"
"15402"	"ENSG00000167671"	"UBXN6"
"15403"	"ENSG00000167676"	"PLIN4"
"15404"	"ENSG00000167685"	"ZNF444"
"15405"	"ENSG00000167695"	"TLCD3A"
"15406"	"ENSG00000167703"	"SLC43A2"
"15407"	"ENSG00000167716"	"WDR81"
"15408"	"ENSG00000167720"	"SRR"
"15409"	"ENSG00000167721"	"TSR1"
"15410"	"ENSG00000167723"	"TRPV3"
"15411"	"ENSG00000167733"	"HSD11B1L"
"15412"	"ENSG00000167766"	"ZNF83"
"15413"	"ENSG00000167778"	"SPRYD3"
"15414"	"ENSG00000167780"	"SOAT2"
"15415"	"ENSG00000167785"	"ZNF558"
"15416"	"ENSG00000167800"	"TBX10"
"15417"	"ENSG00000167840"	"ZNF232"
"15418"	"ENSG00000167858"	"TEKT1"
"15419"	"ENSG00000167874"	"TMEM88"
"15420"	"ENSG00000167881"	"SRP68"
"15421"	"ENSG00000167895"	"TMC8"
"15422"	"ENSG00000167900"	"TK1"
"15423"	"ENSG00000167941"	"SOST"
"15424"	"ENSG00000167962"	"ZNF598"
"15425"	"ENSG00000167978"	"SRRM2"
"15426"	"ENSG00000167981"	"ZNF597"
"15427"	"ENSG00000167987"	"VPS37C"
"15428"	"ENSG00000167992"	"VWCE"
"15429"	"ENSG00000168003"	"SLC3A2"
"15430"	"ENSG00000168005"	"SPINDOC"
"15431"	"ENSG00000168026"	"TTC21A"
"15432"	"ENSG00000168038"	"ULK4"
"15433"	"ENSG00000168065"	"SLC22A11"
"15434"	"ENSG00000168140"	"VASN"
"15435"	"ENSG00000168152"	"THAP9"
"15436"	"ENSG00000168228"	"ZCCHC4"
"15437"	"ENSG00000168234"	"TTC39C"
"15438"	"ENSG00000168255"	"POLR2J3"
"15439"	"ENSG00000168286"	"THAP11"
"15440"	"ENSG00000168334"	"XIRP1"
"15441"	"ENSG00000168394"	"TAP1"
"15442"	"ENSG00000168439"	"STIP1"
"15443"	"ENSG00000168454"	"TXNDC2"
"15444"	"ENSG00000168477"	"TNXB"
"15445"	"ENSG00000168484"	"SFTPC"
"15446"	"ENSG00000168538"	"TRAPPC11"
"15447"	"ENSG00000168566"	"SNRNP48"
"15448"	"ENSG00000168569"	"TMEM223"
"15449"	"ENSG00000168575"	"SLC20A2"
"15450"	"ENSG00000168591"	"TMUB2"
"15451"	"ENSG00000168610"	"STAT3"
"15452"	"ENSG00000168634"	"WFDC13"
"15453"	"ENSG00000168661"	"ZNF30"
"15454"	"ENSG00000168671"	"UGT3A2"
"15455"	"ENSG00000168679"	"SLC16A4"
"15456"	"ENSG00000168701"	"TMEM208"
"15457"	"ENSG00000168703"	"WFDC12"
"15458"	"ENSG00000168757"	"TSPY2"
"15459"	"ENSG00000168769"	"TET2"
"15460"	"ENSG00000168778"	"TCTN2"
"15461"	"ENSG00000168779"	"SHOX2"
"15462"	"ENSG00000168785"	"TSPAN5"
"15463"	"ENSG00000168795"	"ZBTB5"
"15464"	"ENSG00000168813"	"ZNF507"
"15465"	"ENSG00000168818"	"STX18"
"15466"	"ENSG00000168826"	"ZBTB49"
"15467"	"ENSG00000168875"	"SOX14"
"15468"	"ENSG00000168878"	"SFTPB"
"15469"	"ENSG00000168883"	"USP39"
"15470"	"ENSG00000168884"	"TNIP2"
"15471"	"ENSG00000168890"	"TMEM150A"
"15472"	"ENSG00000168899"	"VAMP5"
"15473"	"ENSG00000168916"	"ZNF608"
"15474"	"ENSG00000168930"	"TRIM49"
"15475"	"ENSG00000168936"	"TMEM129"
"15476"	"ENSG00000168939"	"SPRY3"
"15477"	"ENSG00000168952"	"STXBP6"
"15478"	"ENSG00000168955"	"TM4SF20"
"15479"	"ENSG00000168970"	"JMJD7-PLA2G4B"
"15480"	"ENSG00000168995"	"SIGLEC7"
"15481"	"ENSG00000169021"	"UQCRFS1"
"15482"	"ENSG00000169026"	"SLC49A3"
"15483"	"ENSG00000169059"	"VCX3A"
"15484"	"ENSG00000169062"	"UPF3A"
"15485"	"ENSG00000169064"	"ZBBX"
"15486"	"ENSG00000169085"	"VXN"
"15487"	"ENSG00000169100"	"SLC25A6"
"15488"	"ENSG00000169131"	"ZNF354A"
"15489"	"ENSG00000169139"	"UBE2V2"
"15490"	"ENSG00000169155"	"ZBTB43"
"15491"	"ENSG00000169180"	"XPO6"
"15492"	"ENSG00000169221"	"TBC1D10B"
"15493"	"ENSG00000169231"	"THBS3"
"15494"	"ENSG00000169241"	"SLC50A1"
"15495"	"ENSG00000169247"	"SH3TC2"
"15496"	"ENSG00000169249"	"ZRSR2"
"15497"	"ENSG00000169302"	"STK32A"
"15498"	"ENSG00000169344"	"UMOD"
"15499"	"ENSG00000169359"	"SLC33A1"
"15500"	"ENSG00000169371"	"SNUPN"
"15501"	"ENSG00000169375"	"SIN3A"
"15502"	"ENSG00000169469"	"SPRR1B"
"15503"	"ENSG00000169474"	"SPRR1A"
"15504"	"ENSG00000169507"	"SLC38A11"
"15505"	"ENSG00000169548"	"ZNF280A"
"15506"	"ENSG00000169554"	"ZEB2"
"15507"	"ENSG00000169575"	"VPREB1"
"15508"	"ENSG00000169682"	"SPNS1"
"15509"	"ENSG00000169740"	"ZNF32"
"15510"	"ENSG00000169762"	"TAPT1"
"15511"	"ENSG00000169764"	"UGP2"
"15512"	"ENSG00000169777"	"TAS2R1"
"15513"	"ENSG00000169836"	"TACR3"
"15514"	"ENSG00000169871"	"TRIM56"
"15515"	"ENSG00000169884"	"WNT10B"
"15516"	"ENSG00000169895"	"SYAP1"
"15517"	"ENSG00000169902"	"TPST1"
"15518"	"ENSG00000169903"	"TM4SF4"
"15519"	"ENSG00000169905"	"TOR1AIP2"
"15520"	"ENSG00000169906"	"S100G"
"15521"	"ENSG00000169908"	"TM4SF1"
"15522"	"ENSG00000169946"	"ZFPM2"
"15523"	"ENSG00000169951"	"ZNF764"
"15524"	"ENSG00000169955"	"ZNF747"
"15525"	"ENSG00000169957"	"ZNF768"
"15526"	"ENSG00000169962"	"TAS1R3"
"15527"	"ENSG00000169981"	"ZNF35"
"15528"	"ENSG00000170027"	"YWHAG"
"15529"	"ENSG00000170035"	"UBE2E3"
"15530"	"ENSG00000170043"	"TRAPPC1"
"15531"	"ENSG00000170044"	"ZPLD1"
"15532"	"ENSG00000170085"	"SIMC1"
"15533"	"ENSG00000170092"	"SPDYE5"
"15534"	"ENSG00000170100"	"ZNF778"
"15535"	"ENSG00000170142"	"UBE2E1"
"15536"	"ENSG00000170145"	"SIK2"
"15537"	"ENSG00000170162"	"VGLL2"
"15538"	"ENSG00000170185"	"USP38"
"15539"	"ENSG00000170190"	"SLC16A5"
"15540"	"ENSG00000170222"	"ADPRM"
"15541"	"ENSG00000170236"	"USP50"
"15542"	"ENSG00000170242"	"USP47"
"15543"	"ENSG00000170260"	"ZNF212"
"15544"	"ENSG00000170265"	"ZNF282"
"15545"	"ENSG00000170290"	"SLN"
"15546"	"ENSG00000170310"	"STX8"
"15547"	"ENSG00000170315"	"UBB"
"15548"	"ENSG00000170348"	"TMED10"
"15549"	"ENSG00000170365"	"SMAD1"
"15550"	"ENSG00000170374"	"SP7"
"15551"	"ENSG00000170379"	"TCAF2"
"15552"	"ENSG00000170385"	"SLC30A1"
"15553"	"ENSG00000170396"	"ZNF804A"
"15554"	"ENSG00000170417"	"TMEM182"
"15555"	"ENSG00000170419"	"VSTM2A"
"15556"	"ENSG00000170469"	"SPATA24"
"15557"	"ENSG00000170482"	"SLC23A1"
"15558"	"ENSG00000170537"	"TMC7"
"15559"	"ENSG00000170577"	"SIX2"
"15560"	"ENSG00000170581"	"STAT2"
"15561"	"ENSG00000170615"	"SLC26A5"
"15562"	"ENSG00000170624"	"SGCD"
"15563"	"ENSG00000170631"	"ZNF16"
"15564"	"ENSG00000170677"	"SOCS6"
"15565"	"ENSG00000170684"	"ZNF296"
"15566"	"ENSG00000170703"	"TTLL6"
"15567"	"ENSG00000170743"	"SYT9"
"15568"	"ENSG00000170832"	"USP32"
"15569"	"ENSG00000170855"	"TRIAP1"
"15570"	"ENSG00000170876"	"TMEM43"
"15571"	"ENSG00000170892"	"TSEN34"
"15572"	"ENSG00000170893"	"TRH"
"15573"	"ENSG00000170921"	"TANC2"
"15574"	"ENSG00000170949"	"ZNF160"
"15575"	"ENSG00000170954"	"ZNF415"
"15576"	"ENSG00000171044"	"XKR6"
"15577"	"ENSG00000171045"	"TSNARE1"
"15578"	"ENSG00000171056"	"SOX7"
"15579"	"ENSG00000171103"	"TRMT61B"
"15580"	"ENSG00000171148"	"TADA3"
"15581"	"ENSG00000171150"	"SOCS5"
"15582"	"ENSG00000171161"	"ZNF672"
"15583"	"ENSG00000171163"	"ZNF692"
"15584"	"ENSG00000171201"	"SMR3B"
"15585"	"ENSG00000171202"	"TMEM126A"
"15586"	"ENSG00000171204"	"TMEM126B"
"15587"	"ENSG00000171206"	"TRIM8"
"15588"	"ENSG00000171227"	"TMEM37"
"15589"	"ENSG00000171234"	"UGT2B7"
"15590"	"ENSG00000171241"	"SHCBP1"
"15591"	"ENSG00000171243"	"SOSTDC1"
"15592"	"ENSG00000171291"	"ZNF439"
"15593"	"ENSG00000171295"	"ZNF440"
"15594"	"ENSG00000171307"	"ZDHHC16"
"15595"	"ENSG00000171368"	"TPPP"
"15596"	"ENSG00000171425"	"ZNF581"
"15597"	"ENSG00000171443"	"ZNF524"
"15598"	"ENSG00000171448"	"ZBTB26"
"15599"	"ENSG00000171466"	"ZNF562"
"15600"	"ENSG00000171467"	"ZNF318"
"15601"	"ENSG00000171469"	"ZNF561"
"15602"	"ENSG00000171475"	"WIPF2"
"15603"	"ENSG00000171478"	"SPACA5B"
"15604"	"ENSG00000171489"	"SPACA5"
"15605"	"ENSG00000171530"	"TBCA"
"15606"	"ENSG00000171574"	"ZNF584"
"15607"	"ENSG00000171606"	"ZNF274"
"15608"	"ENSG00000171612"	"SLC25A33"
"15609"	"ENSG00000171621"	"SPSB1"
"15610"	"ENSG00000171649"	"ZIK1"
"15611"	"ENSG00000171703"	"TCEA2"
"15612"	"ENSG00000171722"	"SPATA46"
"15613"	"ENSG00000171729"	"TMEM51"
"15614"	"ENSG00000171772"	"SYCE1"
"15615"	"ENSG00000171794"	"UTF1"
"15616"	"ENSG00000171817"	"ZNF540"
"15617"	"ENSG00000171827"	"ZNF570"
"15618"	"ENSG00000171853"	"TRAPPC12"
"15619"	"ENSG00000171885"	"AQP4"
"15620"	"ENSG00000171914"	"TLN2"
"15621"	"ENSG00000171928"	"TVP23B"
"15622"	"ENSG00000171940"	"ZNF217"
"15623"	"ENSG00000171970"	"ZNF57"
"15624"	"ENSG00000171984"	"SHLD1"
"15625"	"ENSG00000171992"	"SYNPO"
"15626"	"ENSG00000172000"	"ZNF556"
"15627"	"ENSG00000172006"	"ZNF554"
"15628"	"ENSG00000172009"	"THOP1"
"15629"	"ENSG00000172046"	"USP19"
"15630"	"ENSG00000172062"	"SMN1"
"15631"	"ENSG00000172139"	"SLC9C1"
"15632"	"ENSG00000172164"	"SNTB1"
"15633"	"ENSG00000172171"	"TEFM"
"15634"	"ENSG00000172236"	"TPSAB1"
"15635"	"ENSG00000172262"	"ZNF131"
"15636"	"ENSG00000172296"	"SPTLC3"
"15637"	"ENSG00000172315"	"TP53RK"
"15638"	"ENSG00000172340"	"SUCLG2"
"15639"	"ENSG00000172345"	"STARD5"
"15640"	"ENSG00000172403"	"SYNPO2"
"15641"	"ENSG00000172425"	"TTC36"
"15642"	"ENSG00000172466"	"ZNF24"
"15643"	"ENSG00000172554"	"SNTG2"
"15644"	"ENSG00000172594"	"SMPDL3A"
"15645"	"ENSG00000172661"	"WASHC2C"
"15646"	"ENSG00000172667"	"ZMAT3"
"15647"	"ENSG00000172673"	"THEMIS"
"15648"	"ENSG00000172687"	"ZNF738"
"15649"	"ENSG00000172716"	"SLFN11"
"15650"	"ENSG00000172748"	"ZNF596"
"15651"	"ENSG00000172765"	"TMCC1"
"15652"	"ENSG00000172803"	"SNX32"
"15653"	"ENSG00000172830"	"SSH3"
"15654"	"ENSG00000172845"	"SP3"
"15655"	"ENSG00000172888"	"ZNF621"
"15656"	"ENSG00000172940"	"SLC22A13"
"15657"	"ENSG00000172985"	"SH3RF3"
"15658"	"ENSG00000173011"	"TADA2B"
"15659"	"ENSG00000173041"	"ZNF680"
"15660"	"ENSG00000173113"	"TRMT112"
"15661"	"ENSG00000173213"	"TUBB8B"
"15662"	"ENSG00000173218"	"VANGL1"
"15663"	"ENSG00000173227"	"SYT12"
"15664"	"ENSG00000173258"	"ZNF483"
"15665"	"ENSG00000173262"	"SLC2A14"
"15666"	"ENSG00000173267"	"SNCG"
"15667"	"ENSG00000173273"	"TNKS"
"15668"	"ENSG00000173275"	"ZNF449"
"15669"	"ENSG00000173276"	"ZBTB21"
"15670"	"ENSG00000173320"	"STOX2"
"15671"	"ENSG00000173334"	"TRIB1"
"15672"	"ENSG00000173465"	"ZNRD2"
"15673"	"ENSG00000173473"	"SMARCC1"
"15674"	"ENSG00000173480"	"ZNF417"
"15675"	"ENSG00000173511"	"VEGFB"
"15676"	"ENSG00000173530"	"TNFRSF10D"
"15677"	"ENSG00000173535"	"TNFRSF10C"
"15678"	"ENSG00000173545"	"ZNF622"
"15679"	"ENSG00000173548"	"SNX33"
"15680"	"ENSG00000173578"	"XCR1"
"15681"	"ENSG00000173597"	"SULT1B1"
"15682"	"ENSG00000173610"	"UGT2A1"
"15683"	"ENSG00000173626"	"TRAPPC3L"
"15684"	"ENSG00000173638"	"SLC19A1"
"15685"	"ENSG00000173660"	"UQCRH"
"15686"	"ENSG00000173662"	"TAS1R1"
"15687"	"ENSG00000173678"	"SPDYE2B"
"15688"	"ENSG00000173705"	"SUSD5"
"15689"	"ENSG00000173714"	"WFIKKN2"
"15690"	"ENSG00000173726"	"TOMM20"
"15691"	"ENSG00000173757"	"STAT5B"
"15692"	"ENSG00000173769"	"TOPAZ1"
"15693"	"ENSG00000173809"	"TDRD12"
"15694"	"ENSG00000173875"	"ZNF791"
"15695"	"ENSG00000173898"	"SPTBN2"
"15696"	"ENSG00000173928"	"SWSAP1"
"15697"	"ENSG00000173930"	"SLCO4C1"
"15698"	"ENSG00000173950"	"XXYLT1"
"15699"	"ENSG00000173960"	"UBXN2A"
"15700"	"ENSG00000173991"	"TCAP"
"15701"	"ENSG00000174016"	"TENT5D"
"15702"	"ENSG00000174032"	"SLC25A30"
"15703"	"ENSG00000174123"	"TLR10"
"15704"	"ENSG00000174125"	"TLR1"
"15705"	"ENSG00000174130"	"TLR6"
"15706"	"ENSG00000174165"	"ZDHHC24"
"15707"	"ENSG00000174173"	"TRMT10C"
"15708"	"ENSG00000174226"	"SNX31"
"15709"	"ENSG00000174255"	"ZNF80"
"15710"	"ENSG00000174282"	"ZBTB4"
"15711"	"ENSG00000174292"	"TNK1"
"15712"	"ENSG00000174306"	"ZHX3"
"15713"	"ENSG00000174326"	"SLC16A11"
"15714"	"ENSG00000174327"	"SLC16A13"
"15715"	"ENSG00000174358"	"SLC6A19"
"15716"	"ENSG00000174417"	"TRHR"
"15717"	"ENSG00000174442"	"ZWILCH"
"15718"	"ENSG00000174446"	"SNAPC5"
"15719"	"ENSG00000174448"	"STARD6"
"15720"	"ENSG00000174453"	"VWC2L"
"15721"	"ENSG00000174502"	"SLC26A9"
"15722"	"ENSG00000174521"	"TTC9B"
"15723"	"ENSG00000174586"	"ZNF497"
"15724"	"ENSG00000174599"	"TRAM1L1"
"15725"	"ENSG00000174607"	"UGT8"
"15726"	"ENSG00000174640"	"SLCO2A1"
"15727"	"ENSG00000174652"	"ZNF266"
"15728"	"ENSG00000174669"	"SLC29A2"
"15729"	"ENSG00000174695"	"TMEM167A"
"15730"	"ENSG00000174705"	"SH3PXD2B"
"15731"	"ENSG00000174740"	"PABPC5"
"15732"	"ENSG00000174780"	"SRP72"
"15733"	"ENSG00000174851"	"YIF1A"
"15734"	"ENSG00000174899"	"SLC66A1L"
"15735"	"ENSG00000174963"	"ZIC4"
"15736"	"ENSG00000174992"	"ZG16"
"15737"	"ENSG00000175003"	"SLC22A1"
"15738"	"ENSG00000175048"	"ZDHHC14"
"15739"	"ENSG00000175063"	"UBE2C"
"15740"	"ENSG00000175073"	"VCPIP1"
"15741"	"ENSG00000175093"	"SPSB4"
"15742"	"ENSG00000175104"	"TRAF6"
"15743"	"ENSG00000175105"	"ZNF654"
"15744"	"ENSG00000175106"	"TVP23C"
"15745"	"ENSG00000175121"	"WFDC5"
"15746"	"ENSG00000175137"	"SH3BP5L"
"15747"	"ENSG00000175213"	"ZNF408"
"15748"	"ENSG00000175274"	"TP53I11"
"15749"	"ENSG00000175309"	"PHYKPL"
"15750"	"ENSG00000175322"	"ZNF519"
"15751"	"ENSG00000175348"	"TMEM9B"
"15752"	"ENSG00000175387"	"SMAD2"
"15753"	"ENSG00000175395"	"ZNF25"
"15754"	"ENSG00000175463"	"TBC1D10C"
"15755"	"ENSG00000175513"	"TSGA10IP"
"15756"	"ENSG00000175518"	"UBQLNL"
"15757"	"ENSG00000175520"	"UBQLN3"
"15758"	"ENSG00000175564"	"UCP3"
"15759"	"ENSG00000175567"	"UCP2"
"15760"	"ENSG00000175606"	"TMEM70"
"15761"	"ENSG00000175662"	"TOM1L2"
"15762"	"ENSG00000175691"	"ZNF77"
"15763"	"ENSG00000175764"	"TTLL11"
"15764"	"ENSG00000175768"	"TOMM5"
"15765"	"ENSG00000175782"	"SLC35E3"
"15766"	"ENSG00000175787"	"ZNF169"
"15767"	"ENSG00000175854"	"SWI5"
"15768"	"ENSG00000175893"	"ZDHHC21"
"15769"	"ENSG00000175894"	"TSPEAR"
"15770"	"ENSG00000175931"	"UBE2O"
"15771"	"ENSG00000175970"	"UNC119B"
"15772"	"ENSG00000176014"	"TUBB6"
"15773"	"ENSG00000176024"	"ZNF613"
"15774"	"ENSG00000176040"	"TMPRSS7"
"15775"	"ENSG00000176058"	"TPRN"
"15776"	"ENSG00000176083"	"ZNF683"
"15777"	"ENSG00000176087"	"SLC35A4"
"15778"	"ENSG00000176101"	"SSNA1"
"15779"	"ENSG00000176105"	"YES1"
"15780"	"ENSG00000176125"	"UFSP1"
"15781"	"ENSG00000176142"	"TMEM39A"
"15782"	"ENSG00000176148"	"TCP11L1"
"15783"	"ENSG00000176170"	"SPHK1"
"15784"	"ENSG00000176222"	"ZNF404"
"15785"	"ENSG00000176261"	"ZBTB8OS"
"15786"	"ENSG00000176273"	"SLC35G1"
"15787"	"ENSG00000176290"	"OR4K3"
"15788"	"ENSG00000176293"	"ZNF135"
"15789"	"ENSG00000176358"	"TAC4"
"15790"	"ENSG00000176371"	"ZSCAN2"
"15791"	"ENSG00000176422"	"SPRYD4"
"15792"	"ENSG00000176428"	"VPS37D"
"15793"	"ENSG00000176438"	"SYNE3"
"15794"	"ENSG00000176463"	"SLCO3A1"
"15795"	"ENSG00000176472"	"ZNF575"
"15796"	"ENSG00000176476"	"SGF29"
"15797"	"ENSG00000176542"	"USF3"
"15798"	"ENSG00000176567"	"OR4X1"
"15799"	"ENSG00000176679"	"TGIF2LY"
"15800"	"ENSG00000176769"	"TCERG1L"
"15801"	"ENSG00000176834"	"VSIG10"
"15802"	"ENSG00000176871"	"WSB2"
"15803"	"ENSG00000176887"	"SOX11"
"15804"	"ENSG00000176890"	"TYMS"
"15805"	"ENSG00000176896"	"TCEANC"
"15806"	"ENSG00000176907"	"TCIM"
"15807"	"ENSG00000176946"	"THAP4"
"15808"	"ENSG00000176974"	"SHMT1"
"15809"	"ENSG00000176979"	"TRIM60"
"15810"	"ENSG00000176994"	"SMCR8"
"15811"	"ENSG00000177042"	"TMEM80"
"15812"	"ENSG00000177045"	"SIX5"
"15813"	"ENSG00000177054"	"ZDHHC13"
"15814"	"ENSG00000177058"	"SLC38A9"
"15815"	"ENSG00000177082"	"WDR73"
"15816"	"ENSG00000177108"	"ZDHHC22"
"15817"	"ENSG00000177125"	"ZBTB34"
"15818"	"ENSG00000177156"	"TALDO1"
"15819"	"ENSG00000177169"	"ULK1"
"15820"	"ENSG00000177202"	"SPACA4"
"15821"	"ENSG00000177238"	"TRIM72"
"15822"	"ENSG00000177257"	"DEFB4B"
"15823"	"ENSG00000177300"	"CLDN22"
"15824"	"ENSG00000177302"	"TOP3A"
"15825"	"ENSG00000177311"	"ZBTB38"
"15826"	"ENSG00000177370"	"TIMM22"
"15827"	"ENSG00000177398"	"UMODL1"
"15828"	"ENSG00000177414"	"UBE2U"
"15829"	"ENSG00000177426"	"TGIF1"
"15830"	"ENSG00000177485"	"ZBTB33"
"15831"	"ENSG00000177494"	"ZBED2"
"15832"	"ENSG00000177504"	"VCX2"
"15833"	"ENSG00000177511"	"ST8SIA3"
"15834"	"ENSG00000177542"	"SLC25A22"
"15835"	"ENSG00000177565"	"TBL1XR1"
"15836"	"ENSG00000177599"	"ZNF491"
"15837"	"ENSG00000177683"	"THAP5"
"15838"	"ENSG00000177688"	"SUMO4"
"15839"	"ENSG00000177732"	"SOX12"
"15840"	"ENSG00000177752"	"YIPF7"
"15841"	"ENSG00000177842"	"ZNF620"
"15842"	"ENSG00000177853"	"ZNF518A"
"15843"	"ENSG00000177854"	"TMEM187"
"15844"	"ENSG00000177868"	"SVBP"
"15845"	"ENSG00000177873"	"ZNF619"
"15846"	"ENSG00000177888"	"ZBTB41"
"15847"	"ENSG00000177889"	"UBE2N"
"15848"	"ENSG00000177932"	"ZNF354C"
"15849"	"ENSG00000177992"	"SPATA31E1"
"15850"	"ENSG00000178021"	"TSPYL6"
"15851"	"ENSG00000178093"	"TSSK6"
"15852"	"ENSG00000178150"	"ZNF114"
"15853"	"ENSG00000178163"	"ZNF518B"
"15854"	"ENSG00000178172"	"SPINK6"
"15855"	"ENSG00000178175"	"ZNF366"
"15856"	"ENSG00000178187"	"ZNF454"
"15857"	"ENSG00000178188"	"SH2B1"
"15858"	"ENSG00000178199"	"ZC3H12D"
"15859"	"ENSG00000178201"	"VN1R1"
"15860"	"ENSG00000178229"	"ZNF543"
"15861"	"ENSG00000178235"	"SLITRK1"
"15862"	"ENSG00000178252"	"WDR6"
"15863"	"ENSG00000178279"	"TNP2"
"15864"	"ENSG00000178287"	"SPAG11A"
"15865"	"ENSG00000178297"	"TMPRSS9"
"15866"	"ENSG00000178307"	"TMEM11"
"15867"	"ENSG00000178338"	"ZNF354B"
"15868"	"ENSG00000178343"	"SHISA3"
"15869"	"ENSG00000178381"	"ZFAND2A"
"15870"	"ENSG00000178386"	"ZNF223"
"15871"	"ENSG00000178462"	"TUBAL3"
"15872"	"ENSG00000178473"	"UCN3"
"15873"	"ENSG00000178537"	"SLC25A20"
"15874"	"ENSG00000178665"	"ZNF713"
"15875"	"ENSG00000178691"	"SUZ12"
"15876"	"ENSG00000178726"	"THBD"
"15877"	"ENSG00000178750"	"STX19"
"15878"	"ENSG00000178764"	"ZHX2"
"15879"	"ENSG00000178809"	"TRIM73"
"15880"	"ENSG00000178913"	"TAF7"
"15881"	"ENSG00000178917"	"ZNF852"
"15882"	"ENSG00000178928"	"TPRX1"
"15883"	"ENSG00000178935"	"ZNF552"
"15884"	"ENSG00000178951"	"ZBTB7A"
"15885"	"ENSG00000178952"	"TUFM"
"15886"	"ENSG00000178996"	"SNX18"
"15887"	"ENSG00000179002"	"TAS1R2"
"15888"	"ENSG00000179029"	"TMEM107"
"15889"	"ENSG00000179046"	"TRIML2"
"15890"	"ENSG00000179059"	"ZFP42"
"15891"	"ENSG00000179104"	"TMTC2"
"15892"	"ENSG00000179119"	"SPTY2D1"
"15893"	"ENSG00000179178"	"TMEM125"
"15894"	"ENSG00000179195"	"ZNF664"
"15895"	"ENSG00000179213"	"SIGLECL1"
"15896"	"ENSG00000179403"	"VWA1"
"15897"	"ENSG00000179456"	"ZBTB18"
"15898"	"ENSG00000179520"	"SLC17A8"
"15899"	"ENSG00000179526"	"SHARPIN"
"15900"	"ENSG00000179542"	"SLITRK4"
"15901"	"ENSG00000179588"	"ZFPM1"
"15902"	"ENSG00000179627"	"ZBTB42"
"15903"	"ENSG00000179636"	"TPPP2"
"15904"	"ENSG00000179751"	"SYCN"
"15905"	"ENSG00000179886"	"TIGD5"
"15906"	"ENSG00000179909"	"ZNF154"
"15907"	"ENSG00000179922"	"ZNF784"
"15908"	"ENSG00000179930"	"ZNF648"
"15909"	"ENSG00000179954"	"SSC5D"
"15910"	"ENSG00000179965"	"ZNF771"
"15911"	"ENSG00000179981"	"TSHZ1"
"15912"	"ENSG00000180008"	"SOCS4"
"15913"	"ENSG00000180035"	"ZNF48"
"15914"	"ENSG00000180061"	"TMEM150B"
"15915"	"ENSG00000180083"	"WFDC11"
"15916"	"ENSG00000180089"	"TMEM86B"
"15917"	"ENSG00000180098"	"TRNAU1AP"
"15918"	"ENSG00000180113"	"TDRD6"
"15919"	"ENSG00000180176"	"TH"
"15920"	"ENSG00000180190"	"TDRP"
"15921"	"ENSG00000180205"	"WFDC9"
"15922"	"ENSG00000180233"	"ZNRF2"
"15923"	"ENSG00000180251"	"SLC9A4"
"15924"	"ENSG00000180257"	"ZNF816"
"15925"	"ENSG00000180305"	"WFDC10A"
"15926"	"ENSG00000180357"	"ZNF609"
"15927"	"ENSG00000180479"	"ZNF571"
"15928"	"ENSG00000180532"	"ZSCAN4"
"15929"	"ENSG00000180543"	"TSPYL5"
"15930"	"ENSG00000180616"	"SSTR2"
"15931"	"ENSG00000180626"	"ZNF594"
"15932"	"ENSG00000180638"	"SLC47A2"
"15933"	"ENSG00000180667"	"YOD1"
"15934"	"ENSG00000180694"	"TMEM64"
"15935"	"ENSG00000180730"	"SHISA2"
"15936"	"ENSG00000180773"	"SLC36A4"
"15937"	"ENSG00000180776"	"ZDHHC20"
"15938"	"ENSG00000180787"	"ZFP3"
"15939"	"ENSG00000180855"	"ZNF443"
"15940"	"ENSG00000180879"	"SSR4"
"15941"	"ENSG00000180884"	"ZNF792"
"15942"	"ENSG00000180938"	"ZNF572"
"15943"	"ENSG00000180953"	"ST20"
"15944"	"ENSG00000180992"	"MRPL14"
"15945"	"ENSG00000181007"	"ZFP82"
"15946"	"ENSG00000181029"	"TRAPPC5"
"15947"	"ENSG00000181035"	"SLC25A42"
"15948"	"ENSG00000181045"	"SLC26A11"
"15949"	"ENSG00000181135"	"ZNF707"
"15950"	"ENSG00000181220"	"ZNF746"
"15951"	"ENSG00000181234"	"TMEM132C"
"15952"	"ENSG00000181240"	"SLC25A41"
"15953"	"ENSG00000181284"	"TMEM102"
"15954"	"ENSG00000181291"	"TMEM132E"
